,ABBV.N,ABT.N,ADM.N,ADP.O,AFL.N,ALB.N,AOS.N,APD.N,ATO.N,BDX.N,BEN.N,BFb.N,BRO.N,CAH.N,CAT.N,CB.N,CHD.N,CHRW.O,CINF.O,CL.N,CLX.N,CTAS.O,CVX.N,DOV.N,ECL.N,ED.N,EMR.N,ESS.N,EXPD.O,FRT.N,GD.N,GPC.N,GWW.N,HRL.N,IBM.N,ITW.N,JNJ.N,KMB.N,KO.N,LIN.N,LOW.N,MCD.N,MDT.N,MKC.N,MMM.N,NDSN.O,NEE.N,NUE.N,O.N,PEP.O,PG.N,PNR.N,PPG.N,ROP.O,SHW.N,SJM.N,SPGI.N,SWK.N,SYY.N,TGT.N,TROW.O,WBA.O,WMT.N,WST.N,XOM.N
2019-10-14,4.1312850329491554e-12,0.0,0.0,1.5716572284111792e-12,2.302381983393295e-12,2.723539317864094e-12,0.0,0.0,5.5701082179051e-12,0.0,0.0,4.892823639232333e-12,0.0,2.1615595389723656e-13,0.0,0.0,1.0433483371947536e-11,0.0,0.0,3.052343779265704e-12,1.4453444400112397e-12,0.09299728318661413,0.0,0.0,0.0,5.620097146915846e-12,4.2790351585805375e-12,4.979593651915902e-12,0.0,8.235888907654659e-12,0.0,0.0,0.07744253299120865,0.0,1.3078300361781526e-12,0.0,0.13297362675742597,1.1347426583906793e-10,2.356150559268719e-12,0.0,9.80640975634129e-13,4.508138235595883e-12,1.4714074593627609e-12,0.049328715255040706,0.0,0.0,0.05620295394319736,0.0,0.4724475488781435,2.2214925402802444e-12,5.022769980597708e-13,0.0,0.0,0.0,9.229987159113718e-12,1.5433497846520874e-12,0.0,0.0,0.08567183818982597,0.032935500737682755,0.0,0.0,7.235553955692069e-12,0.0,0.0
2019-10-15,1.308803442052965e-10,0.0,0.0,1.953771489046238e-12,1.7910245576746702e-12,2.8710941600684687e-12,0.0,0.0,3.747088557988837e-12,0.0,0.0,3.5636519196854897e-12,0.0,6.468630827984812e-13,0.0,0.0,7.929722498614573e-12,0.0,0.0,2.0450305936267973e-12,0.0,0.10022211508847104,0.0,0.0,0.0,3.908841472153969e-12,4.571036731539477e-12,3.35980179170609e-12,0.0,6.134102740920706e-12,0.0,0.0,0.04290243582510809,0.0,1.1389485352869167e-12,0.0,0.20190938848922071,2.6680187437472794e-12,2.043808329861729e-12,0.0,1.080305802825736e-12,3.348520022940045e-12,7.929048386939592e-13,0.02192892760500211,0.0,0.0,4.787574994993773e-12,0.0,0.4232033008125996,2.2440273656634793e-12,2.7436717373938256e-13,0.0,0.0,0.0,0.09344828669847635,8.794232708970761e-13,0.0,0.0,0.0662896955594301,0.05009584983105953,0.0,8.871673361007107e-14,5.111727008565616e-12,0.0,0.0
2019-10-16,2.182368404838299e-12,0.0,0.0,1.5209051958105737e-13,1.3822706024188046e-13,1.9583242591710363e-13,0.0,0.0,3.01487319118798e-13,0.0,0.0,3.252697810091796e-13,0.0,8.907104025444433e-14,0.0,0.0,6.06342319388875e-13,1.0075480431063732e-15,0.0,1.1658016648449545e-13,1.1302230263286996e-14,0.07407108648633516,0.0,0.0,0.0,3.098969963467346e-13,3.069282782367094e-13,2.6954683364279267e-13,0.0,4.875417681827664e-13,0.0,0.0,0.04659130449606682,0.0,8.412581057932785e-14,0.0,0.23543229304864904,2.1208730029047571e-13,1.6636151248447948e-13,0.0,1.126112308903602e-13,2.3900882506029703e-13,6.75810837815519e-14,0.013978049577749814,0.0,0.0,3.835077187945007e-13,0.0,0.43356339179015163,1.7214874038968399e-13,4.161655380831429e-14,0.0,0.0,0.0,0.11830919504705485,5.2838885923319896e-14,0.0,0.0,0.032257025097525996,0.04579765445675161,0.0,1.914285648892053e-14,4.0965088619128353e-13,0.0,0.0
2019-10-17,0.0,0.0,0.0,3.2892851509871383e-12,4.6089695286300785e-12,5.684671064001841e-12,3.5495569429880105e-12,0.0,1.3350377305959031e-11,0.0,0.0,1.263005361511049e-11,0.0,2.0851112744792262e-10,0.0,0.0,2.492575544060422e-11,1.7158416425934541e-12,0.0,3.45452941611413e-12,2.7553334401533726e-12,0.06422151749392627,0.0,1.1827671144650953e-12,0.0,1.3563941306150182e-11,8.241949051576039e-12,1.1333884783845348e-11,0.0,1.9776734674872612e-11,0.0,0.0,0.01811358819865144,0.0,0.0,0.0,0.21403473990276328,9.824703543854756e-12,7.974486338192646e-12,1.5347389474007568e-12,2.470404631720234e-12,9.556508126876931e-12,7.335026778095129e-13,0.006492771819486226,0.0,0.0,0.0,0.0,0.44062162773757835,6.223214216399201e-12,0.0,0.0,0.0,0.0,0.04397381823673165,3.0845761339099937e-12,0.0,0.0,0.17827557772646294,0.03426635917134723,0.0,1.4340991634175913e-12,1.6884371317718358e-11,0.0,0.0
2019-10-18,6.668259514865709e-11,0.0,0.0,8.31503182240179e-13,1.037459835783167e-12,6.763551103820058e-13,4.963367871115204e-14,0.0,2.712980134707531e-12,0.0,0.0,1.6357293119840325e-12,0.0,0.05721930407577439,0.0,0.0,5.124778647575206e-12,0.0,0.0,3.1520414360308806e-15,8.10778643068202e-13,0.07224999660411255,0.0,0.0,0.0,2.7256467523348247e-12,7.630900261580123e-13,2.9682015217806384e-12,0.0,4.981820914303455e-12,0.0,0.0,0.07696294006377456,5.202040360654731e-13,0.0,0.0,0.04308654221199111,2.7442601203665134e-12,1.0070174118127034e-12,0.0,7.547061857178024e-13,1.7456686436798064e-12,0.0,0.008755391573244136,0.0,0.0,3.867355902604736e-12,0.0,0.6711821280941775,4.0206652318531875e-13,0.0,0.0,0.0,0.0,3.2033900867783837e-12,1.2282494907593802e-12,0.0,0.0,5.243170083351894e-12,0.07054369735672732,0.0,0.0,2.8695878138555976e-12,0.0,0.0
2019-10-21,0.0,6.637250037813768e-13,8.837815243495127e-13,0.0,0.0,1.9051645305025176e-13,0.0,9.38705622117358e-13,0.0,0.0,1.5552308729768161e-12,0.0,2.1902954767647187e-13,0.06215821292842531,4.583183420207601e-13,4.680343451496591e-13,0.0,0.0,2.799047589975769e-13,3.6511535189115097e-13,0.0,0.025308047561186885,7.282149850978895e-13,5.411528669327541e-13,3.261316488468264e-13,0.0,0.0,0.0,1.296067215919054e-13,0.21707520441386197,5.608292788026629e-13,3.8453579440452816e-13,0.10869697861306057,0.0,2.9599188373716823e-13,4.740569680238701e-13,5.847819116459382e-05,1.1273116516806779e-13,0.0,0.0,0.0,0.0,2.0199902705508524e-13,0.03294424611667925,6.277548361808846e-13,3.8312571421375854e-13,0.0,0.0,0.5537588321729175,0.0,5.519508553361913e-13,3.9035450784567757e-13,3.307443025823557e-13,1.129353738384143e-12,0.0,0.0,4.527476436911412e-13,5.403730088730709e-13,0.0,0.0,2.4123958019425395e-13,0.0,0.0,6.927794448031008e-14,1.1479477882479267e-12
2019-10-22,5.898866666506532e-11,1.9462185631972532e-12,2.4400511614534067e-12,9.760332567977748e-14,0.0,9.877531442064608e-13,0.05131526941462964,3.3027220976204553e-12,0.0,0.0,4.6567243432870845e-12,0.0,4.791295903893548e-13,0.0034650254473239162,1.5636487697109775e-12,1.5172375550165159e-12,0.0,0.010056802281334697,7.808175484461587e-13,6.017108363497205e-13,0.0,0.0,1.8578561875391224e-12,1.2709536020820786e-12,9.575616949145392e-13,0.0,0.0,0.0,9.517070418586805e-13,0.32683875239847004,1.3408178409540796e-12,1.0209851130796449e-12,0.06826317043257092,0.0,1.0861291726458879e-12,1.5873672985356383e-12,0.0020633766965000707,2.905313472965552e-13,0.0,8.096709684170187e-13,0.0,0.0,9.652716549930723e-13,0.041892575212658524,1.6381134635404443e-12,1.3085149926419527e-12,6.227361231800548e-12,3.0497161565240327e-13,0.3694097878734354,0.0,6.82105586619932e-13,1.2747095530223553e-12,1.2118289198222984e-12,3.2848446659794014e-12,0.1266952401564402,0.0,1.9018345933361946e-12,1.9646571150161673e-12,0.0,0.0,1.0964610152388161e-12,0.0,0.0,3.6535913305010705e-13,2.687617968394399e-12
2019-10-23,3.5700760141493947e-12,3.724377618531384e-12,3.868508330974292e-12,1.714403395781853e-13,2.5768568772241013e-13,5.496635478523358e-13,1.1029916811916764e-12,5.699529528975688e-12,6.19914696211848e-13,7.946586724723378e-13,6.595670498168156e-12,1.0756665711019885e-12,1.5925367194634095e-12,0.0008179624187492193,1.0746598083611868e-13,4.313319354258329e-12,1.389624189167097e-12,0.15327446637288794,2.4160188499533037e-12,2.946472837270553e-12,8.569360802359248e-13,1.2511838459348866e-12,3.3520711349112503e-12,1.0048515266190976e-12,1.8535132615152687e-12,4.585442987410511e-13,9.304589064256648e-13,1.3694860363163207e-12,1.6180867392424006e-13,0.305886185433788,2.7511594309733158e-12,2.962486272593762e-13,1.9639317604397373e-11,2.933930729510235e-14,1.6348635232438242e-12,9.618429557446722e-13,0.02481984059006479,2.159114873825111e-12,3.236133402097163e-13,5.258230369911137e-13,9.387578182921956e-13,7.232150889428137e-13,2.0935515714657333e-12,2.597002851252186e-12,1.0682212310194181e-12,1.1555483183554937e-12,1.3071904220809388e-12,1.329024511080813e-12,0.48869522513003905,7.511261129271883e-14,3.152352742327761e-12,0.017883751898696426,4.717167472662703e-13,6.063186513688937e-12,0.008622568143192844,5.353771514940212e-13,3.5552352753526994e-12,5.788731242418991e-13,2.145262859615352e-12,1.428417978676893e-12,1.898157601333919e-12,8.9827001949588e-13,1.4242194991439711e-12,1.7818071289744818e-13,5.334384909071463e-12
2019-10-24,1.9679320677001644e-10,2.438098822781714e-11,1.3424073272620363e-11,5.746568115755334e-12,1.848239699902176e-12,0.0,0.0,2.6600557324480755e-11,0.0,0.0,1.3052904053779335e-11,0.0,8.946142739723816e-12,0.0,0.0,2.285109924862349e-11,0.0,0.006581739579467273,2.1015349470247692e-11,1.578892965445626e-11,0.0,0.003577059374247189,5.478027676414661e-12,0.0,1.2352651322373494e-11,1.6125307264256872e-12,0.0,0.0,0.0,0.14238045516964504,2.4370145719522277e-12,0.0,0.08050330770094248,0.0,1.4628404872799984e-11,1.1164216145487377e-12,0.019005878369654162,1.1308087270999534e-11,7.448538699447859e-12,0.0,0.0,6.973490622624366e-12,9.939011636160254e-12,0.018585549798948102,0.0,0.0,0.0,0.04794292149489914,0.5639633485710519,8.462025538830917e-12,1.8686579268099332e-11,0.025316745459339363,0.0,2.0728220133920737e-11,0.0921429942001351,0.0,2.197409455547973e-11,0.0,0.0,0.0,5.978540667441537e-13,0.0,0.0,1.215868098082064e-12,1.917950247080559e-11
2019-10-25,0.0,0.0,0.0,7.770330097274973e-15,8.069149920395229e-13,8.989380832839956e-13,4.330653136617247e-12,0.0,1.7447165234609035e-12,3.3543812352033793e-13,0.0,5.487718299553769e-12,0.0,4.789929806075878e-12,0.012195543580568876,0.0,7.522131438129394e-12,0.05351327167989449,0.0,0.0,5.0745906491148655e-12,2.2980183630038505e-12,0.0,0.0,0.0,1.3260814641782392e-12,1.2794329598378699e-11,2.9146849882511377e-12,0.0,0.12820238346317314,0.0,0.0,0.05059290749893991,3.7329731841830345e-13,0.0,0.0,0.033342661049127496,0.0,1.3445932475091e-12,6.521003089338582e-13,2.280442886694584e-12,0.0,0.0,6.323337799491122e-12,0.0,0.0,3.885845629497101e-12,0.054698685361900964,0.6094190651018137,6.131652588749282e-13,0.0,9.133078196206803e-13,3.394451432964367e-13,0.0,0.058035482302674676,2.363100199498396e-12,0.0,0.0,8.821987448902865e-12,4.23948432229167e-12,7.035101289942965e-13,4.098481514083813e-12,3.7296289856153546e-12,0.0,0.0
2019-10-28,3.8682317032297903e-13,2.2761118256656996e-11,1.5286533530182995e-11,0.0,5.961098536867119e-12,0.0,0.00892231886362119,1.7210528101349253e-11,0.0,1.572039859074419e-13,0.0,0.0,6.008613866160716e-13,2.2604125507245726e-12,0.10696762794814228,1.1400494451332115e-11,0.0,0.0,5.294767981853461e-12,1.0656780499430009e-11,0.0,0.0,8.491124952933699e-12,1.047788235197848e-12,1.0451847818369283e-11,0.0,7.388909998397999e-12,0.0,1.4188285778854338e-11,0.08367427852973311,0.0,0.0,0.028572539626769807,0.0,1.503061818172535e-11,2.2924861965654898e-11,0.03305223254300971,6.524321310892536e-15,0.0,0.0,0.0,4.125080210493672e-12,1.1019515683857137e-11,0.06362229118951103,0.0,0.0,0.0,1.7911667656481742e-12,0.5830261514265265,8.618833974886896e-12,2.7974306841159457e-12,0.0,6.783030527191502e-12,2.0609569149691997e-11,0.0921625598328426,0.0,1.000487194095407e-11,1.474443844058711e-11,0.0,0.0,0.0,6.8635936353169394e-12,0.0,5.744374512371122e-12,1.6563054425601758e-11
2019-10-29,1.9704559166348947e-11,3.263750653850967e-11,2.0222793931993436e-11,0.0,1.6678514588893035e-11,0.0,0.0,1.657314904803988e-11,0.0,0.0,0.0,0.0,0.0,6.700607067695731e-11,0.12551227285988853,2.000911516359993e-11,0.0,3.1272851077853348e-12,1.245153653524688e-11,1.8639118564659207e-11,0.0,0.0,1.5949106888575416e-11,0.0,1.378550599315576e-11,4.118699259981056e-12,1.4068527201011641e-11,0.0,1.2210949007116922e-11,0.159186925352342,0.0,0.0,3.556247254713193e-12,0.0,3.3891622569855844e-11,4.194512716185478e-11,0.015918286354368174,5.859182442005172e-12,2.7015133818270744e-12,0.0,0.0,1.9229941647790537e-11,1.1146482012168389e-11,0.07821338175297285,0.0,0.0,9.146798720620962e-12,0.0,0.510007512380984,1.6556764802074765e-11,1.4961378752666726e-11,1.7758352021707697e-10,2.5696801854246427e-12,1.9070176483980947e-11,0.11116162088108646,0.0,1.044387258171423e-11,1.8571795641138532e-11,0.0,0.0,8.964755074771427e-13,0.0,0.0,7.697068440364004e-12,2.8475743894745694e-11
2019-10-30,0.0,0.0,0.0,0.0,0.0,6.046461706303566e-12,0.0,0.0,1.247861644500601e-12,0.0,9.303220024131764e-13,2.2486932832604462e-13,0.0,6.617743155483346e-13,0.13643167756879176,0.0,6.098845009173146e-15,0.0009589955226608047,0.0,0.0,2.7806158905539383e-13,1.2997738805029085e-12,5.493191697947619e-14,5.553812409543043e-13,0.0,0.0,0.0,4.2807808553533784e-13,0.0,0.13856677024949154,1.3973568645009043e-12,1.8663680863796064e-14,0.0,9.832384515706341e-13,0.0,0.0,0.01103976612832987,0.0,0.0,2.348435458626882e-13,0.0,0.0,0.0,0.0840918531036534,1.4877582324504191e-12,3.1051555672930374e-13,0.0,0.0,0.5144957184334801,0.0,0.0,0.0,0.0,0.0,0.11441521905831732,2.7293315158137216e-12,0.0,0.0,2.70201016217046e-12,1.27265218959249e-12,8.651584496157318e-13,2.768454396025907e-13,3.134055456201853e-13,0.0,0.0
2019-10-31,1.2659855052781023e-10,0.0,1.0036223751874422e-11,0.0,1.0280811471075231e-12,0.0,0.0,0.0,8.784559979215055e-12,8.388846257103238e-12,0.0,1.4483913146880863e-11,1.1823102072514491e-11,1.0321471442389921e-11,0.1281582489430991,0.0,0.0,1.202515953545993e-11,0.0,0.0,0.0,7.206021980364675e-13,0.0,9.367789668435782e-12,0.0,5.116896403303222e-12,0.0,1.151980475557211e-11,0.0,1.9303339958565318e-12,1.219476141972689e-11,1.1712491902855842e-12,0.07594644459483631,6.466360209126648e-12,0.0,0.0,0.020295074912713755,0.0,3.801192477275768e-12,7.139065143829502e-12,4.324563653432546e-12,0.0,0.0,0.0,0.0,0.042428281963410204,1.3433774747303781e-11,3.449257908347748e-13,0.7187971382409339,0.0,9.591114727905416e-13,1.7961853903638833e-12,0.0,0.0,0.014374811235468521,4.138368438471558e-12,1.3389720054670086e-11,0.0,1.516321385910041e-11,6.2470394392938075e-12,0.0,1.0460910701670327e-12,1.932956078183451e-12,2.2083526777495753e-12,0.0
2019-11-01,0.08320978730134966,7.530849267841901e-13,0.0,0.0,0.0,4.063632627542032e-12,0.043198984948191264,1.779745412281675e-12,0.0,0.0,1.6516055507958963e-12,0.06087417956770369,0.0,0.0,0.13718507390303308,2.6288057345892944e-12,2.8684626735637277e-12,0.0,1.3449388093955179e-12,4.717106556809114e-13,2.6619593683803043e-14,1.400532960326486e-13,0.0,0.0,1.3331961364790562e-13,0.0,6.530781670985216e-13,0.0,1.6868825430844676e-12,1.592408178670274e-13,0.0,0.0,3.7357118499790453e-13,0.0,2.3775740677324997e-12,1.115246737860048e-11,0.0,2.624972910714727e-12,0.0,0.0,0.0,4.265472744029728e-13,0.0,4.053821695000463e-14,7.032072546775414e-14,0.11251667847667315,0.0,4.335811492876292e-13,0.4754708829181475,0.0,0.0,2.2766779265650603e-11,7.14173523006748e-13,9.923128414532568e-13,0.007733630808078025,0.0,0.07981078204397699,1.6126485887161114e-12,0.0,0.0,2.3235312718322297e-14,0.0,0.0,0.0,1.4470092253084934e-12
2019-11-04,0.1117973586936205,0.0,7.141849031315635e-11,0.0,1.079264380536365e-11,0.0,0.02520216861620892,0.0,5.4860910212662837e-11,1.956920448745929e-11,0.0,0.12587315526366255,0.0,0.05314194295407362,0.11881082729272005,0.0,0.0,3.7040288525363985e-11,0.0,0.0,0.0,2.127873854528494e-11,0.08436650148370539,0.0,6.254108931853363e-11,4.318472184566141e-11,0.0,2.7473586472086036e-11,0.0,0.0,9.989959384120557e-11,2.410063688975696e-11,0.0,8.623719269168831e-11,0.0,0.0,7.469394338443104e-11,0.0,9.77024117449751e-11,0.0,0.0,0.0,1.7069537232319268e-11,0.0,2.354172370553579e-11,5.0963349703802164e-11,7.995660150682607e-11,0.0,0.4634733586754344,7.026859605998941e-11,6.631475487893523e-12,0.003358344621128675,0.0,0.0,4.822761903680204e-11,4.119719789002455e-11,1.920085105163214e-10,0.0,7.307003758130922e-11,5.828989504108302e-11,0.01397634558154738,3.7298134893793246e-11,5.1945814018850554e-11,6.883629181665381e-12,6.112262473635883e-13
2019-11-05,0.16265200992575982,2.6085315584220825e-12,5.576433663610619e-12,0.0,1.0519119828382522e-12,0.0,0.15601747030873098,0.0,4.5581846988415794e-14,0.0,0.0,0.20217504735472538,7.172816333462495e-12,4.766577586370366e-12,0.0,0.0,0.0,0.0,0.0,1.9925416100849796e-12,0.0,2.6797438385700876e-12,7.154983833860507e-12,0.0,0.012697802885999733,2.464781564559867e-13,2.7802551742711628e-14,3.875665119827407e-12,0.0,0.0,5.097914751031492e-12,8.443814787203419e-14,0.0,2.3521276962260348e-12,0.0,0.11366508939771645,1.4870994052691923e-12,0.0,5.554140148025212e-12,2.6882107212455128e-12,0.0,4.991914199470695e-12,2.3107121804382884e-12,0.0,0.0,0.05109501689441249,6.4643788171547764e-12,0.0,0.12049600404937347,2.524895191316917e-12,8.03808722247214e-13,0.12745235832174792,0.0,1.2765897238998344e-12,5.97253529003616e-12,5.292404445188519e-12,1.0336617270767094e-11,0.0,4.3816407774877925e-12,4.249713780139997e-12,0.03248996917780862,0.021259231832925246,5.159924729018629e-12,8.959010118790925e-13,1.5186298808005205e-12
2019-11-06,0.18066275132273524,0.0,0.0,1.957382704749403e-12,0.0,1.3817935186984165e-11,0.16308150617427733,6.092108025802825e-13,0.0,3.429633172184015e-12,5.218802138141271e-12,0.23793489766757592,4.57950068926469e-12,0.0,4.351472405231721e-11,0.0,5.404468771476274e-12,0.0,2.2363952794766384e-13,0.0,1.1732982032101908e-13,0.0,0.0,1.8733125533133354e-12,0.0,2.4769890740273134e-13,1.0162509218296073e-12,0.0,6.075416893516294e-13,1.8288476665812095e-12,0.0,1.008353082564313e-14,3.73954284166515e-12,0.0,3.428795618094428e-12,0.13528218228973818,0.0,1.7144936598229325e-12,0.0,0.0,2.4599473589396413e-12,0.0,0.0,1.2183249575164248e-13,1.7778802020457463e-12,0.0,0.0,5.065647056758687e-12,0.1087361668057871,0.0,0.0,0.10903802650900524,1.4873235852475709e-12,0.0,0.0,0.0,0.0,2.4609863497151004e-12,0.0,0.0,0.06526446916809911,3.9568535734707903e-13,0.0,5.578416202534386e-13,1.463406748460055e-12
2019-11-07,0.0990900566579581,0.12047482943796078,0.09952785347609112,0.0,1.5671709237405004e-11,0.0,0.023683417904355818,0.0,4.088649046709951e-11,0.0,0.0,0.07509929031608178,0.0,0.045846392420840966,0.0,0.1155528236210452,0.0,3.2523730957591506e-11,0.0,4.680330649934884e-11,4.4468520821025123e-11,0.0,1.885609071795074e-10,0.0,3.4519645020210474e-11,0.0,0.0,1.9690908669903586e-12,0.0,0.0,0.0,0.0,0.0,0.006629908132889392,0.0,0.06869954701668386,0.009514957401556026,2.161253501146732e-11,4.3492415933629996e-11,5.147305575747916e-12,0.0,2.2866241891159197e-11,2.585846594053314e-11,0.0,0.0,0.2060605572137485,0.09187406286534215,0.0,3.7292744371881755e-11,3.1052783829451866e-11,0.014517155877012043,2.2559216045439797e-10,0.0,0.0,3.930415157427829e-11,4.8125425326561505e-11,0.0,0.0,9.565556109179872e-12,0.0,0.023429148231075378,0.0,6.960306188694273e-12,0.0,0.0
2019-11-08,0.10562810513091861,0.15917978598410518,0.08368827680025875,0.0,4.059798457266243e-11,0.0,0.04348787379055314,1.3630596366693892e-10,1.1557796673720508e-10,0.0,0.0,0.14535505896703643,0.0,0.028736387664133032,0.0,0.07598527696463209,0.0,1.4318479920391744e-10,0.0,1.5862878649600098e-10,8.842267107047107e-11,0.0,0.06042539924199427,0.0,1.616782443202165e-10,0.0,0.0,0.0,2.7902787351211442e-11,0.0,8.834411255148578e-11,0.0,0.0,0.03778111638551176,3.73682980387338e-12,0.06735594044123767,0.006834216296584851,7.899422172065617e-11,6.987682020741396e-11,2.226040571169744e-11,0.0,1.7560334624878175e-10,7.815796443729509e-11,2.3964882151253388e-11,0.0,0.07263875656817138,0.02685969394598683,0.0,4.993497773106003e-12,7.775156153464832e-11,0.06814726549004474,0.0,0.0,0.0,2.1261441344231972e-10,8.965967106193515e-11,0.0,0.0,2.4339715140268752e-11,0.0,0.0178968536231652,0.0,4.125445434205571e-11,0.0,0.0
2019-11-11,0.02591545257478283,0.04187000662653564,0.12750876112995585,2.1652537179806397e-09,0.0,0.0,0.08993806232674699,0.05388337818597849,7.470155066993761e-09,0.0,0.0,0.05534386176792058,1.0284699226734609e-08,1.0823796035856406e-08,0.0,1.1181401874784498e-08,0.0,3.2476786611653977e-09,1.0035555184619988e-08,0.02247312258574128,5.113967425347085e-09,0.0,0.05802878999018442,0.0,0.01589581770745445,3.0310967622752637e-09,0.0,5.157901610656939e-09,4.254188291144633e-09,0.0,5.6106468931848305e-09,6.826724388897559e-09,8.49907276048841e-10,3.8631367182478245e-09,0.028058751470776407,0.0,0.0026255444742542228,2.13683100647117e-09,1.0611195240039682e-08,0.13719727520043962,6.941362385870106e-09,2.004656034050506e-09,0.04487568805642525,2.8772639868018383e-09,0.0,7.519172343404605e-09,0.08821266423818393,0.0,3.0981838025590666e-09,6.8424604217980725e-09,0.12517286927612228,1.3517246092540064e-09,0.03215920492410409,0.0,5.8627180827911844e-09,6.595902101838563e-10,0.0,0.0,0.0,9.97673378871757e-09,0.0040207186917551214,0.046820034696352625,7.416717544356469e-09,0.0,0.0
2019-11-12,0.030869217806450442,3.085114675749909e-11,0.14109152051224608,1.4907731872584523e-11,1.8202008986177853e-11,2.71697963394327e-13,0.06492397924064391,0.06625119186765477,2.69582525993178e-08,8.831276578187862e-11,2.845400911969566e-08,2.8255365523243153e-11,1.984489724502356e-11,0.01387287208161305,1.366079118942723e-10,0.014791118552562989,3.90921181256523e-11,1.4465339782962947e-07,2.330308983860783e-11,2.819272422866037e-11,5.571875652844176e-08,5.209370796255618e-11,0.0518076591379459,4.7623481840968924e-11,0.05681966923127769,1.3640711360435293e-12,3.302725455186105e-11,1.1760858895360038e-08,4.2681036059180665e-08,4.488422860123365e-11,7.841160338041639e-12,1.4779777648437232e-07,1.487297275847023e-11,9.566421847080235e-12,0.03263574570195978,9.907106854103203e-11,0.029251817580583258,3.229090404373725e-08,0.05563266133222642,0.062082842143049564,3.934047357577804e-09,5.6918532489691975e-09,0.030465200977077125,6.085419219789302e-12,1.0478319170005126e-10,2.373704770720284e-11,0.10260365348414811,1.0043805534453799e-10,4.1639672658862575e-08,1.972378655627118e-08,0.11674602410327432,1.931164444345368e-12,0.06218501583554308,9.12796480321315e-11,1.5655004326492984e-12,1.1369372535901628e-08,2.8576337727251816e-11,8.848220609766252e-11,4.151755114570894e-11,2.8373525229482514e-08,0.022665710578262412,0.045308747400689874,2.391039572577014e-08,6.168842675118544e-11,4.338764498153375e-11
2019-11-13,0.021785340970111304,0.007548090974320513,0.15828114757224881,1.7307473918613494e-08,1.8302613581631953e-08,1.8851854148464575e-08,0.06442634190034376,0.0867110750073639,0.0,7.354386620392423e-08,6.875602863477469e-09,0.006750533730012172,0.0,0.0027888831519237854,1.0395719093771916e-07,0.0,3.357073050892955e-08,1.8807997484039153e-08,0.0,0.0,0.0,3.590821130144263e-08,0.012794405798003426,3.1007306887027374e-08,0.020550168871952965,0.0,2.2817668465602725e-08,0.0,0.0,4.274645997889294e-08,0.0,0.0,1.6389797812075207e-08,4.114117131752568e-09,0.038999493219537856,6.821654927743348e-08,0.03904182838311663,0.0,0.05923861678537327,0.07069404976177755,0.0,0.0,0.0,1.1146424351798201e-08,8.723831287793357e-08,0.0,0.1052217602914497,7.92057330687196e-08,0.0,0.0,0.11434509655474831,0.0,0.10013859862493278,8.173829967600385e-08,0.0,1.9936446571928624e-08,2.845750772080965e-08,7.07517024867216e-08,3.993912260234887e-08,0.0,0.04102342437240737,0.04966050760620193,0.0,4.76056225367985e-08,3.743589115456151e-08
2019-11-14,0.02434957872164902,0.15571111727688836,0.11468011096950365,0.0,0.0,3.995472741860316e-08,0.057015923130695985,0.07364102391863392,9.941501736886416e-08,0.0,0.0,0.039923005606591865,6.871706251416734e-08,0.010106412005446135,0.0,1.1157529170643198e-07,0.0,0.007747311578583845,0.005697863464087248,9.032303470000134e-08,4.3244085262838285e-08,0.0,0.023604281502609934,0.0,9.340264538862256e-08,7.106476204810474e-08,0.0,8.429254949910935e-08,1.0274568307236814e-08,0.0,0.0,1.0466580774554799e-07,1.0966117622166301e-08,0.0,0.06561163278032146,0.0,0.023617739571178215,9.82007686002948e-08,1.3051595148650643e-07,0.018721348231765727,1.0791194652564665e-07,0.009219195398403294,1.205165163634715e-07,0.0,0.0,0.0809049354556609,0.20350311358846945,0.0,9.117283635691699e-08,3.687907883760265e-08,9.016911128095488e-08,5.424717010808872e-08,1.3747805096186555e-07,0.0,5.482845973562335e-10,0.0,0.0,0.0,0.0,0.040980722271024964,0.02318493439692845,0.021782362033852372,4.6081385940758434e-08,0.0,0.0
2019-11-15,0.021550207758065418,0.07929518198826775,0.12051163107447146,2.0309938700652614e-05,4.175648222338014e-05,2.187743442853659e-05,0.00514945775613369,0.005556296838659714,1.9492587153810007e-05,1.636577410778486e-05,1.447583307470572e-05,4.527527168466723e-05,0.0001632390155417647,2.121131266596456e-05,2.973971140210809e-05,7.88588599431114e-05,4.575848161402103e-05,0.00016778080393952744,0.031152128826276528,0.08342437523418167,9.076974432556006e-05,0.0002623258008362632,0.1107777851718128,3.0030521576811853e-05,0.04296175306386855,2.4424632772628497e-05,1.2316719683114405e-05,7.537062537966311e-06,0.012421167990328255,1.6690896924902315e-05,0.02850081906464897,4.7312014825799e-06,1.62356677956285e-05,7.101492127171063e-05,0.017573111841154943,0.00011903716236562328,3.7347865961997774e-05,9.149773259408444e-05,0.08501729955761907,0.04870403146939696,0.10791640960021234,0.002246172847770775,4.843423132970531e-05,0.003263473743370502,7.816824950036044e-05,0.005126587122949859,0.008745016489779406,2.5703646337079667e-05,7.909811895086587e-06,3.052847154402213e-05,0.09463444727050437,0.0002328379024972239,0.02728294769775574,9.252074284651443e-05,0.025287965012503088,1.499633319902457e-05,1.937998745997148e-05,0.0002088989853804554,1.164361240262841e-05,3.015245276925867e-05,0.0035152960421917013,0.04822890632666122,0.00826022966442416,1.64437700072711e-05,6.444305818566575e-05
