,ABBV.N,ABT.N,ADM.N,ADP.O,AFL.N,ALB.N,AOS.N,APD.N,ATO.N,BDX.N,BEN.N,BFb.N,BRO.N,CAH.N,CAT.N,CB.N,CHD.N,CHRW.O,CINF.O,CL.N,CLX.N,CTAS.O,CVX.N,DOV.N,ECL.N,ED.N,EMR.N,ESS.N,EXPD.O,FRT.N,GD.N,GPC.N,GWW.N,HRL.N,IBM.N,ITW.N,JNJ.N,KMB.N,KO.N,LIN.N,LOW.N,MCD.N,MDT.N,MKC.N,MMM.N,NDSN.O,NEE.N,NUE.N,O.N,PEP.O,PG.N,PNR.N,PPG.N,ROP.O,SHW.N,SJM.N,SPGI.N,SWK.N,SYY.N,TGT.N,TROW.O,WBA.O,WMT.N,WST.N,XOM.N
2021-09-29,0.0,5.463927722322953e-13,0.0,6.603290441776034e-16,0.0,0.0,0.0,2.1757345243213902e-13,0.0,9.96601435649883e-13,0.0,6.118816072471314e-13,0.0,3.2980063438394483e-13,0.0,0.0,0.34980179223359437,0.0,0.0,6.694685014754454e-13,0.004336757284896369,3.403007939363474e-13,5.78920525873384e-14,0.0,4.312884804405973e-14,3.3574016889637203e-13,0.0,2.8193925123018426e-13,0.0,1.2325557227684457e-13,4.150279288615862e-13,1.0108948568111065e-13,0.0,5.634352932098827e-13,1.9850824548168214e-13,0.0,1.882281985278581e-13,7.294048345404916e-13,0.0,0.0,4.777888640373037e-13,0.38001761553996366,4.3975232939011787e-14,5.545821327159774e-13,0.0,8.67114410773326e-13,1.2015822543936331e-13,0.0,0.0,4.759644187320034e-13,7.237066810814881e-13,0.0,0.0,0.0,0.0,8.061700052218672e-13,2.50759271631246e-13,0.0,6.729971017818399e-13,9.684868694287284e-14,0.0,0.0,2.925384086766159e-13,5.021176187855634e-13,0.26584383494503816
2021-09-30,0.0,0.0,5.847778858369956e-12,8.008003982151735e-14,0.0,1.006006042358898e-12,0.0,0.0,0.0,8.907926479784223e-13,3.2207344430323914e-12,0.0,2.109609362199727e-12,1.1654982534636815e-12,0.0,0.0,2.54827409174041e-13,2.2073922550935876e-12,0.0,6.801850749305061e-13,0.0,2.3072359994769087e-12,9.706272244280889e-12,0.0,0.0,7.466770257646971e-13,0.0,2.0789134302923173e-12,1.5740273667796956e-12,2.2069308186489778e-12,2.075870725315454e-12,5.207634670711947e-12,0.0,0.0,3.06886460688105e-12,0.0,0.0,0.0,0.0,0.0,3.770523823720673e-12,4.9686938591309016e-12,0.0,0.0,0.0,3.0324666389081045e-12,0.0,0.0,0.0,1.5823106713774848e-13,1.1051264070527367e-12,3.1505822256638893e-12,0.0,0.0,0.0,0.0,5.635891059396769e-13,1.5759078070276544e-12,3.2448106701554735e-12,0.0,0.0,2.2966906154664457e-12,0.0,0.0,1.0
2021-10-01,0.0,1.3490441402863595e-12,0.0,0.0,7.278032343460694e-14,2.995711317899108e-13,2.174224342232911e-12,3.3732218407411807e-13,1.7693381482164483e-12,7.222521192229436e-14,0.0,1.235473529037634e-12,0.0,0.0,0.0,0.0,3.2621474965743857e-13,0.0,0.0,6.600969770786946e-14,8.309256060989867e-13,0.0,0.0,1.152002104820582e-12,0.0,7.594445905478864e-13,4.750626975136285e-13,0.0,2.5741388187672243e-13,0.0,0.0,0.0,6.861924223278137e-13,2.785396913118632e-12,0.0,1.194700588458275e-12,1.2550897821039797e-12,6.049917511408154e-13,5.023360200029359e-13,0.0,0.0,0.0,1.450211478681851e-13,9.118174965072612e-13,3.4668622139744087e-13,0.0,9.966819036755226e-13,2.4586235825019287e-12,9.584850274579892e-13,2.532661580456619e-13,1.1325315685262183e-13,0.0,9.424874075625311e-13,3.834172562777738e-13,6.738411911788589e-13,0.0,3.9452816014140524e-14,0.0,0.0,5.570804234578119e-13,1.8982732052919005e-13,0.0,1.3431408762976105e-12,7.396219053878994e-13,0.9999999999951206
2021-10-04,4.2837661114153154e-14,2.910807595879224e-14,5.191167785795924e-15,7.806303990650901e-14,0.0,0.0,0.0,0.0,5.6041196873556034e-14,4.7370449996027194e-14,0.0,5.1502255304861475e-14,0.0,0.0,0.0,0.0,8.692315201276216e-14,2.8651819008518206e-14,0.0,6.9194975714803e-14,9.378164430479922e-14,1.913230404879757e-14,0.0,0.0,0.0,9.14752941558805e-14,0.0,4.6524858577908837e-14,0.0,0.0,8.216547888715201e-15,1.2963050724539871e-14,0.0,9.873755328992486e-14,4.690237628396561e-14,0.0,2.1523307945854352e-14,3.0726391698603244e-14,1.327731865448597e-14,0.0,3.411821195853801e-14,0.07945676585086495,0.0,1.913261522932991e-14,0.0,4.8647569893790344e-14,4.887687474218568e-14,0.0,0.0,5.378240324474501e-14,5.4604939616513253e-14,0.0,1.681240341853894e-14,0.0,0.0,0.06225427689648836,2.3846140094207273e-14,0.0,3.0006734520089126e-14,0.0,0.0,0.0,3.970893466829088e-14,2.072463948351145e-14,0.858288957253051
2021-10-05,1.196887043307844e-13,1.0685823447085683e-13,4.860289033854304e-14,2.061371514058835e-13,0.0,0.0,0.0,1.705425396902184e-15,1.2801426716028464e-13,1.209375830298302e-13,0.0,1.1186351199933096e-13,0.0,0.0,0.0,0.0,2.248377881160961e-13,8.352454659661387e-14,0.0,1.5460803649707619e-13,2.332739665560494e-13,6.147767432484107e-14,1.2541550512350164e-14,0.0,0.0,2.371254205251802e-13,0.0,1.0558525766638407e-13,0.0,0.0,3.275365202452755e-14,5.301184973485832e-14,0.0,2.6060293817145376e-13,1.0943081433144162e-13,0.0,4.969278313755795e-14,8.079034469097914e-14,2.7660443082288196e-14,0.0,7.157257949277736e-14,0.4287493054746629,0.0,0.0,0.0,1.2593675011342957e-13,1.2228296909078666e-13,0.0,0.0,1.4556971388713876e-13,1.4380736619915035e-13,0.0,5.605834006599657e-14,0.0,1.7832902988546042e-14,0.006275097260709434,7.496873372156938e-14,0.0,4.9072271404570976e-14,0.0,0.0,0.0,9.122930816452913e-14,4.6941183363777534e-14,0.564975597265835
2021-10-06,0.0,0.0,0.0,0.0,5.065580977984607e-13,3.7548780392324857e-13,1.1354367292450477e-12,0.0,0.0,0.0,1.2332871256938675e-12,0.0,0.0,8.575144976015048e-13,1.2328781799784221e-12,1.5612550010508575e-13,0.0,0.0,3.316075400981515e-13,0.0,0.0,0.0,0.0,3.2709436902072704e-13,1.854511245946579e-13,0.0,7.55088648238154e-13,0.0,1.3413023060629383e-13,1.2816168966193589e-13,0.0,0.0,0.0,0.0,0.0,2.1796207520292239e-13,0.0,0.0,0.0,4.998787656299551e-13,0.0,0.5040983641041509,1.068439218829274e-13,8.771995085313646e-14,2.6311923466895836e-13,0.0,0.0,2.100332714545376e-12,5.2620869656562414e-14,0.0,0.0,5.006609248406087e-13,0.0,1.2060878945791514e-13,0.0,0.20365239341972438,0.0,5.611064101041854e-13,0.0,2.1458321048228224e-13,1.3778028312796725e-12,8.982055030773424e-13,0.0,0.0,0.2922492424741969
2021-10-07,1.2964755079122513e-12,5.444193577394963e-13,7.888362618167118e-13,2.136052494243127e-12,0.0,0.0,0.0,6.15161925265538e-13,9.431025829146656e-13,7.116501641417861e-13,0.0,1.1420494391510735e-12,0.0,0.0,0.0,0.0,2.623138666617411e-12,1.1561019815322225e-12,0.0,1.722291776686738e-12,2.4659444799076057e-12,7.371534743679059e-13,2.6557989783708346e-13,0.0,0.0,2.6113338262755514e-12,0.0,1.2582809544071873e-12,0.0,0.0,8.042664405223208e-13,6.973446826874378e-13,7.210632504356098e-13,2.3361205563121287e-12,9.39794194183509e-13,0.0,6.047103260364078e-13,1.0410307283304726e-12,3.8709188897137927e-13,0.0,5.398395442438371e-13,0.723884053443522,0.0,0.0,0.0,8.845584452896369e-13,1.4283897492919839e-12,0.0,4.059791317702079e-14,2.031020655309593e-12,1.6198607134752166e-12,0.0,9.635002320137133e-13,0.0,1.9958556720641234e-13,0.0,3.985350951930312e-13,0.0,0.005331175144674238,0.0,0.0,0.0,9.871771502300548e-13,0.0,0.27078477153667574
2021-10-08,7.967006701498871e-14,2.7948094449798176e-14,4.5047272025920524e-14,1.2624359171773217e-13,0.0,0.0,0.0,4.6123719632419074e-14,4.1981339291749736e-14,3.2240510406521387e-14,0.0,4.396657258033971e-14,7.743027355190218e-15,0.0,0.0,7.807384354180293e-15,1.6793056056776207e-13,1.0720398360584457e-13,0.0,1.0198210440610097e-13,1.5147662651035667e-13,4.3321346575483215e-14,0.16063885860694202,0.0,0.0,1.2895920056732128e-13,0.0,5.5771195137108296e-14,0.0,0.0,2.190124707070613e-14,6.368019973820533e-14,6.454245415014677e-14,1.697452405521246e-13,4.70688133346027e-14,0.0,3.921526227056897e-14,4.7396970029270496e-14,2.0985788020319954e-14,0.0,6.910450170330727e-14,0.23593248514684767,0.0,0.0,0.0,3.6941151182256435e-14,8.093217481273843e-14,0.0,0.0,1.3466165776476102e-13,1.1154349363066272e-13,0.0,5.93665552421355e-14,0.0,5.246083295778879e-14,1.6687090463350131e-13,5.109723618515465e-14,0.0,0.1881399095894184,0.0,0.0,0.0,9.14358048701112e-14,0.0,0.4152887466572666
2021-10-11,1.8499168257305273e-13,0.0,1.0483191147655924e-13,2.255478976471191e-13,0.0,0.0,0.0,1.086379057101789e-13,1.8065424921861747e-13,1.7675311413271883e-14,0.0,9.08295817297651e-14,8.762242722655394e-14,0.0,0.0,1.9238595183857157e-14,3.040114058542452e-13,1.9063762237581325e-13,0.0,1.6657849444772364e-13,1.6794346404299393e-13,0.0,0.3684668772692804,0.0,0.0,3.1884824100418213e-13,0.0,1.6499998911562919e-13,0.0,5.628669127040577e-14,1.0731649755950194e-13,0.16823193475958198,7.043405191031304e-14,2.944417984181393e-13,9.713615207917277e-14,0.0,1.1957945543029236e-13,1.172151016324907e-13,5.937306759207486e-14,0.0,1.2814481975570304e-13,1.8935114296761104e-13,0.0,0.0,0.0,9.693124922296725e-14,2.4088873537000232e-14,0.0,1.5200116243061515e-13,2.1713547076924333e-13,1.6681579159814697e-13,0.0,6.091349133968414e-14,0.0,0.0,2.5913326229495457e-13,2.9048140647053597e-14,0.0,0.36170537765954475,0.0,0.0,0.0,1.4780764455466418e-13,0.0,0.10159581031195491
2021-10-12,6.101615518280257e-13,1.8338978933662827e-13,3.7465581176842473e-13,8.090104519185143e-13,0.0,0.0,0.0,4.757039061279487e-13,5.323455021655904e-13,2.2482553071126536e-13,0.0,2.708024233963232e-13,3.523847399579868e-13,0.0,0.0,3.590165496319986e-14,1.0390782719276968e-12,6.504264462637493e-13,0.0,5.644204253712951e-13,6.248875222827295e-13,0.0,0.4736836231741572,0.0,0.0,0.3231314927126979,0.0,6.369743131181974e-13,0.0,1.6032191859158783e-13,3.651444883631178e-13,4.672225011617705e-13,3.693634514965397e-13,1.0452581963186425e-12,2.786676144597273e-13,0.0,3.489404451336899e-13,4.07228360667539e-13,1.9199213964994878e-13,0.0,5.042930593634205e-13,6.203318417156938e-13,0.0,0.0,0.0,3.956282920738814e-13,1.6870248763295573e-13,0.0,5.029246727737082e-13,7.459328469954068e-13,5.424346770158407e-13,0.0,2.67148056028114e-13,0.0,0.0,8.380910162170592e-13,2.936979410505361e-13,0.0,0.2031848841495115,0.0,0.0,0.0,5.912783606811446e-13,7.535954419332415e-14,0.0
2021-10-13,8.091180056390608e-13,7.502989703979491e-14,3.316602968171768e-13,1.0348662412191372e-12,0.0,0.0,0.0,7.819921342223621e-13,1.0543993709929829e-12,2.9234622961277627e-13,0.0,4.71768000563213e-13,0.06689580957700597,0.0,0.0,0.0,1.4738613559498988e-12,9.315388990237569e-13,0.0,8.009218807211742e-13,7.646809867093898e-13,0.0,0.5515696236257679,0.0,0.0,0.3815345668147657,0.0,8.376247569639111e-13,0.0,2.621180939483674e-13,3.9208874304849306e-13,4.949781061608824e-13,4.591878092689268e-13,1.374526376658246e-12,3.619267254971624e-13,0.0,5.846621357864804e-13,5.737328432245687e-13,1.752502173668577e-13,0.0,7.585948963929972e-13,7.415018085586047e-13,0.0,0.0,0.0,6.468061308195914e-13,2.8410407127237535e-13,0.0,6.216542312223448e-13,9.67725873618883e-13,6.859791775894093e-13,0.0,4.34490818826008e-13,0.0,0.0,1.0018610038344903e-12,3.0653293263323984e-13,0.0,4.143453132365093e-13,1.9552658935650493e-14,0.0,0.0,6.651612670054328e-13,1.0999202958098793e-13,0.0
2021-10-14,0.0,6.978069554808942e-13,0.0,0.0,1.5527899654002144e-12,4.820514998094964e-12,6.208422300759546e-12,0.0,0.0,3.233151412739472e-13,9.978689101978157e-12,0.0,0.25020177646212544,5.4758875355594446e-12,7.28171481633827e-12,7.2966519332221e-14,0.0,0.0,1.2014540472026555e-12,0.0,0.0,0.0,0.4237382927808024,2.447205018233484e-12,3.2842709385699123e-12,0.25656594774414276,4.64031574960251e-12,0.0,3.6924369660368165e-12,0.0,0.0,0.0,0.0,0.06949398293969546,0.0,1.0152755773651188e-12,0.0,0.0,0.0,3.0060232150074332e-12,0.0,0.0,2.129681092305775e-12,3.793892734643887e-13,1.6679616263481164e-12,0.0,0.0,8.933366885729487e-12,0.0,0.0,0.0,6.203183000185986e-12,0.0,9.477356467750684e-13,1.2682221143193737e-12,0.0,0.0,3.9945050944311456e-12,0.0,2.420641432523891e-13,9.219197577089605e-12,1.410290058890203e-12,0.0,2.6243809852135984e-12,6.222918441745727e-11
2021-10-15,0.0,1.4440419035283565e-12,0.0,0.09556308039899696,4.6357562475846915e-12,1.2125533399441816e-11,1.249656582533439e-11,0.03478780535414187,0.0,9.789286905968029e-13,2.1217727640837344e-11,0.0,0.2189563932762964,8.997549145142335e-12,1.162648065339522e-11,2.3532164658204196e-12,0.0,0.0,3.927458315167579e-12,0.0,0.0,2.058139872337365e-12,0.34030213609467413,5.478775929537958e-12,9.06798368202055e-12,0.0905860347050231,9.607375598934241e-12,0.0,5.899274258368371e-12,0.0,0.0,0.0,0.0,0.21980455004642865,0.0,3.0599916422122273e-12,0.0,0.0,0.0,8.540587115407552e-12,0.0,0.0,4.781526942764147e-12,5.670040298004395e-13,3.140698155320853e-12,0.0,6.882192714621203e-13,1.3753580028057394e-11,0.0,0.0,0.0,1.2822825149449212e-11,0.0,2.6933016707879208e-12,3.0889015780014475e-12,0.0,4.8873088214177896e-12,8.784819231521082e-12,0.0,3.169576652717526e-12,1.9363471901457323e-11,8.122431706862248e-12,0.0,5.986912175838915e-12,2.1829402548231174e-11
2021-10-18,2.356676067820659e-12,7.257143901907939e-13,1.5350408819399112e-12,3.6647859648674594e-12,1.78674981834291e-14,0.0036004154050361128,3.083628500754409e-13,0.17735492550701198,3.2889455128829017e-12,9.875630165141615e-14,6.656985458326668e-13,1.7367186002238764e-12,0.08626475051455372,6.011941615894458e-13,3.783940235647393e-13,1.585559239265074e-13,3.1164052806982265e-12,0.2759898137975746,1.3644314510768618e-13,1.867566735726344e-12,2.4580101588259093e-12,2.7605867645425913e-13,0.2560501133150763,1.3736535952877622e-13,1.8513392374841652e-13,0.12029528608112296,2.7994040121611367e-13,4.166045429510496e-12,3.0163174977308084e-13,1.6280145943765853e-12,2.7509711532192312e-12,3.858241703910378e-14,1.2953747980033188e-12,3.631807744272815e-12,1.1164660322774378e-12,2.903867357331091e-13,1.5119128415413179e-12,1.8914772196162287e-12,1.909093308470627e-12,1.4867823870349644e-13,2.250990310515967e-12,1.0207109438572673e-12,3.6297851473704336e-13,2.9261116791849135e-13,2.161548862816953e-13,4.3420458298605227e-14,4.0052048641651856e-12,4.628891261671629e-13,3.3925936762184e-12,3.8009499167658135e-12,2.068981823262079e-12,4.3309519551360934e-13,1.640863326703796e-12,7.39199040998418e-13,2.241451550853075e-12,2.4395212498845106e-12,2.767024891065805e-13,5.335408617723517e-13,1.2676090854651046e-13,3.1833096057818844e-13,7.028418282460881e-13,4.685140895384648e-13,3.1574040327764495e-12,6.305253014475473e-14,0.08044469539599093
2021-10-19,0.0,0.0,0.0,0.0,5.481828648081641e-13,0.0,9.782826947047341e-12,0.17158293691252915,0.0,2.281101109706062e-12,1.8914790893359832e-11,0.0,0.06571097207885634,1.582069460500908e-11,9.581628288155272e-12,5.32409738853783e-12,0.0,0.26893761778048136,5.063348522139331e-12,0.0,0.0,0.0,0.3418314585946451,3.606576506294399e-12,4.836629383215264e-12,0.1310204301535976,7.622588992262341e-12,0.0,0.0,0.0,0.0,1.6905578445348276e-12,0.0,0.0,0.0,8.805290421742005e-12,0.0,0.0,0.0,4.010239356903973e-12,0.0,0.0,8.902955146035084e-12,7.868143590863611e-12,6.2119605784691895e-12,7.286959694296023e-13,0.0,0.0,0.0,0.0,0.0,1.1722972439988621e-11,0.0,0.0,0.0,0.0,0.0,1.5199308195522547e-11,4.469582898144941e-12,0.0,1.9308168577112783e-11,1.3033913710760728e-11,0.0,1.0751347705796813e-12,0.02091658448002669
2021-10-20,0.0,0.0,0.0,0.0,2.335779464606869e-13,0.0,4.535860602177155e-12,0.13256165973221168,0.0,1.0979186283392125e-12,8.829711365456131e-12,0.0,0.06658509962115755,7.384202799255273e-12,4.25936533668788e-12,2.670166447967505e-12,0.0,0.28202230525644584,2.4622333765975516e-12,0.0,0.0,0.0,0.36601282032463067,1.6297717261328762e-12,2.3054553405675915e-12,0.1528181151317713,3.596588571959823e-12,0.0,0.0,0.0,0.0,8.466933133315199e-13,0.0,0.0,0.0,4.23183986911855e-12,0.0,0.0,0.0,1.9481137896361116e-12,0.0,0.0,4.129095987950873e-12,3.670473621853495e-12,3.0060466250997187e-12,5.146679859212948e-13,0.0,0.0,0.0,0.0,0.0,5.450769147477059e-12,0.0,0.0,0.0,0.0,0.0,7.026658195693005e-12,2.5804378645798805e-12,0.0,8.97367366908363e-12,5.901057099135545e-12,0.0,8.341330116371324e-13,0.0
2021-10-21,0.0,0.0,0.0,0.02968026404322217,0.0,0.0,4.521355972212239e-12,0.14666564989769565,0.0,1.8007561518576955e-12,1.0542397690685926e-11,0.0,0.11511045201628424,7.551104808420733e-12,4.783825329156822e-12,1.3546906717488138e-12,0.0,0.25986689857422796,2.3768980868102863e-12,0.0,0.0,2.2760514653146176e-14,0.29306839684190417,1.2525600042972153e-12,2.986858772214161e-12,0.15227475620988534,3.871473442175924e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.184715864690663e-12,3.805067626091576e-12,0.0,0.0,0.0,3.555973359637943e-12,0.0,0.0,5.174641523823081e-12,4.667467461772606e-12,2.725655096737904e-12,0.0,0.0,1.5515797707673493e-12,0.0,0.0,0.0,3.3963819675063225e-12,0.003333582389149263,0.0,0.0,0.0,0.0,6.0902361047887205e-12,2.955599292626755e-12,0.0,9.763309267357785e-12,4.547466795831477e-12,0.0,5.107654432056385e-13,4.020638773765276e-12
2021-10-22,3.394889477624402e-13,3.032128947745612e-13,4.2003473908381296e-13,0.05800171994324791,5.3575982893276196e-14,5.096986095667897e-13,6.723700500522769e-12,0.08408046343425796,3.9318793653154143e-13,2.2384153241007208e-12,1.3667366873512123e-11,2.1938880201113335e-13,0.12099143642272538,9.721943481905017e-12,6.8454785942166925e-12,1.8285254660974496e-12,5.444945917490958e-13,0.3007047383740773,3.273732588594295e-12,2.349337458988499e-13,4.554623300246203e-13,3.690975942693057e-13,0.25069428184759585,1.980748768940104e-12,4.104050143567267e-12,0.16519512463080893,5.389630093025566e-12,6.405275009527515e-13,2.383392462201451e-13,2.2552592540713048e-13,5.918247234871121e-13,3.9701714587483224e-13,1.934362650355071e-13,6.613969989055297e-13,1.0920707766355997e-11,5.196158499346795e-12,1.497577978576548e-13,3.1198086823348654e-13,1.609404354993778e-13,4.526747366795753e-12,5.014320250221438e-13,7.900171696942011e-14,6.006300885165527e-12,5.881518565044172e-12,3.829879602785711e-12,2.9843524507263693e-13,5.259834062992918e-13,2.1139587578399788e-12,5.857353172165631e-13,3.539550590150747e-13,8.102348770279219e-14,4.70515028514181e-12,6.543520274356104e-13,3.6281638168078075e-13,5.297831135179544e-13,6.029836032529085e-13,1.6153812219470877e-14,8.651876179107338e-12,4.468851974007977e-12,1.6434388439181324e-13,1.3029348842217526e-11,6.1592495663353455e-12,6.195102385896103e-13,9.364053082614857e-13,0.02033223532454433
2021-10-25,6.457472223439842e-13,7.80451786640917e-13,0.1433851653110126,0.09486678340595524,2.1913742585067947e-13,5.396505050386648e-13,0.0,0.20966196013258243,7.543828979954626e-13,0.0,0.0,3.993140058501518e-13,0.018784809175672986,0.0,0.0,1.754906206727105e-13,8.448202591791055e-13,0.0825367097940172,0.0,2.6604386277802715e-13,4.0036460136403653e-13,0.0,0.17444381302891793,0.0,0.0,0.07127478706356272,0.0,6.954531428804634e-13,3.954883869051342e-13,1.2461641693141416e-12,7.485244842753938e-13,5.957677795576023e-13,1.4636486888196053e-13,8.154645164417519e-13,0.0,0.0,6.163561026816422e-13,3.5289280980077085e-13,2.273463096154305e-13,0.0,4.4269696970271556e-13,2.8909231398389543e-14,0.0,0.0,0.0,4.337056382810064e-13,6.717409063017408e-13,4.713753904505744e-13,0.2050459720899434,3.7513140530125417e-13,0.0,0.0,3.20181386405392e-13,2.2065057028878212e-13,4.735359472111494e-13,8.816646510354572e-13,0.0,0.0,0.0,1.7422367435517812e-13,0.0,0.0,1.147247821253094e-12,0.0,7.25139020724291e-13
2021-10-26,1.507126530691354e-11,1.5073311101563405e-11,1.4150335437818409e-11,0.16766077761743597,5.968361156772994e-12,0.0,0.0,0.17588693027062355,5.345028729484338e-12,0.0,0.0,1.7732197794198298e-12,4.045590254273075e-12,0.0,0.0,8.350584974167544e-12,1.061521164394266e-11,0.15022524266688597,0.0,1.3003408247610253e-12,0.0,0.0,0.05343810537034586,0.0,0.0,0.12329531455961092,0.0,5.5819345567704576e-12,1.4561347512382984e-12,0.0,1.0550940267663615e-11,1.2898692860053786e-11,0.0,5.9759970232450655e-12,0.0,0.0,1.0216230956379235e-11,5.7490165768624405e-12,2.7478518085602006e-12,0.0,1.172987547536282e-12,4.868612018385247e-13,0.0,0.0,0.0,5.1617560491341274e-12,6.909708556130949e-12,0.0,0.17371935294869023,3.681180373661933e-12,0.0,0.0,1.192452075079472e-11,1.8868036878878876e-12,8.899385522685739e-12,6.6473153052782125e-12,6.337079995025661e-12,0.0,0.0,0.0,0.0,0.0,1.3495318112812035e-11,0.0,0.1557742766660877
2021-10-27,0.0,0.0,0.0,0.2704739003336398,0.0,2.7293647809123404e-12,8.15826951733181e-12,0.24058395358374482,0.0,2.9387686089415793e-12,1.5297456175596007e-11,0.0,1.7441053975647111e-12,9.29017123800389e-12,8.212661118437859e-12,0.0,0.0,0.06611740195876367,4.340204405026456e-14,0.0,0.0,1.3413628777656553e-12,0.029862717312102816,5.641788008607929e-12,7.75552345418187e-12,0.10810853037789503,4.071657455270613e-12,0.0831859202200476,0.0,0.0,0.0,0.0,1.553268083877388e-12,0.0,1.0075370372545695e-11,5.334521196728602e-12,0.0,0.0,0.0,4.514325881336838e-12,0.0,0.0,1.010538125566872e-11,6.305572612175509e-12,6.809971192456444e-12,0.0,0.0,0.0,0.11132073390615196,0.0,0.0,9.91001089291359e-12,0.0,0.0,7.587039088682701e-11,0.0,1.899895244088636e-12,9.31003840919686e-12,5.744976726505595e-12,2.2586618397347866e-12,1.2990383884661733e-11,1.4788262592667076e-11,0.0,2.4920529413949865e-12,0.09034684217031615
2021-10-28,4.3202213272787467e-13,1.2248723631910302e-12,2.511317334313619e-12,0.2567265092186272,8.372850014378816e-13,7.82106750670411e-13,2.8055207129161823e-11,0.07192894300272172,3.933301923603006e-12,2.5506378414125467e-11,3.260449268233559e-11,2.478703514064437e-12,1.526247273761645e-12,3.288998502107652e-11,2.1653615644524196e-11,0.09417299664204874,7.060583098701419e-13,0.10847451442246703,2.9990252277303173e-12,4.81371690287707e-13,1.5879099378641083e-11,7.380380592919749e-13,2.867172221729344e-12,1.780718796802263e-11,2.3355036975276707e-11,0.06337542148131203,2.5087764038270722e-11,1.8123894813676049e-12,9.953082097723924e-13,4.3991564734872526e-13,1.581841662921046e-12,8.677450151380164e-13,3.7128207055960985e-13,2.2158285066140746e-12,1.7088832778937851e-12,1.0697520355066346e-11,5.18588000314159e-13,1.557852111686341e-11,2.4331208938192533e-12,8.87308499316211e-13,0.09764967645467658,4.647233556619686e-13,3.2292083150618506e-11,1.758323079570636e-11,1.8234874035977653e-11,2.1866801296915108e-13,1.4349797643698865e-12,2.0665217356826638e-12,0.10878232507872708,1.6801128232945285e-12,4.993156458976332e-13,3.4891604488323034e-11,5.974452702474365e-13,5.36492013350967e-13,0.18587821969323315,5.020135752595835e-13,1.0567291260617974e-12,2.6466269856810686e-11,1.1940670759754118e-11,1.0237104086070355e-12,1.0526042593178233e-11,3.045464310312844e-11,2.5577028781178206e-12,2.107753901863456e-11,0.013011393830724634
2021-10-29,0.0,0.0,0.0,0.23777967525908056,0.0,0.0,3.790479089100428e-11,0.05535837913972274,0.0,2.2184570165996404e-11,3.259566696060133e-11,0.0,0.0,4.51225315574857e-11,3.585177249943767e-11,0.013349041831000993,0.0,0.06072947327167409,0.0,0.0,1.1114357199178507e-11,0.0,0.05861174460751395,2.112395791101059e-11,6.769593518030567e-12,0.05700094066579462,2.6477220020439167e-11,0.0,0.0,0.0,0.0,0.0,0.03596559769789848,0.0,8.167772362089787e-12,1.979475101385481e-11,0.0,6.798341283876031e-12,0.1395477919535018,5.0686449936872675e-12,0.1946426074929865,0.0,3.429910929968527e-11,1.9284515219893512e-11,1.963929585168696e-11,3.8942077910410295e-12,0.0,0.018310303046758614,0.0,0.0,0.0,3.888999886519976e-11,0.0,0.0,0.12870444495238692,0.0,0.0,3.227439539332387e-11,2.405151097437369e-11,5.453303383526142e-13,1.5354649801222624e-11,4.855763146502925e-11,0.0,2.081711824756091e-11,0.0
2021-11-01,0.0,0.0898786572453031,0.0,0.0,0.0,2.013841871239678e-09,1.7088018346840403e-09,4.238987698210556e-08,6.122760258646794e-10,0.0,9.51915232080913e-09,0.06262945813074364,6.780276397351581e-10,5.513624401899052e-10,2.412875249689248e-09,0.0,0.015206550706200903,0.0,1.4267386272879428e-10,0.0,1.319602410798051e-09,0.0,0.030878493972371177,1.3343229655659486e-09,3.0472505658367144e-10,0.0,1.9958796576338483e-09,0.0,0.0,0.0,0.0,0.0,0.04457116982439342,0.10816854400228328,2.570194527614773e-09,9.603143019170482e-10,0.0,0.0,0.15475532562245775,0.0,0.18148869292398978,0.08830612316624192,1.0139195405336735e-09,8.777014570555372e-10,2.351021442164581e-10,0.0,4.5230923832183137e-10,0.0,5.943367104790785e-11,0.0,0.0,2.5240773461299766e-09,0.0,0.0,0.07588557337878889,0.0,4.8450063165852e-09,1.6374812666362635e-09,0.0,0.11115035890081641,1.0469239777524211e-09,5.037392835210068e-09,0.0,2.28110617955454e-10,0.03708098276682513
